latitude,longitude,incident_cause,injury_type,value,datetime,description
-12.661930828310265,33.57192306707879,Drought impact,Minor Injury,672,2019-06-01 20:02:29,Multiple vehicle accident
-11.54282271185367,34.65734509975603,Drought impact,Moderate Injury,1385,2019-06-27 22:37:56,Hit and run
-13.307686997537209,35.16245780473356,Falling from tractor,Serious Injury,12,2019-06-20 06:56:58,Hit and run
-10.961586647002306,33.4272751224673,Machinery malfunction,Moderate Injury,845,2019-06-24 05:14:56,Multiple vehicle accident
-16.39970246229756,31.88290016452115,Animal attack,Serious Injury,159,2019-06-15 06:10:11,Vehicle collision
-12.268683432362213,32.35022327482134,Falling from tractor,Minor Injury,187,2019-06-11 16:03:35,Hit and run
-15.515587812289347,31.79261011159449,Pesticide poisoning,Minor Injury,749,2019-06-02 18:07:26,Multiple vehicle accident
-15.822287756989033,34.296921556179825,Falling from tractor,Fatalities,263,2019-06-14 20:16:16,Traffic jam due to accident
-14.05521905627028,33.025965916406236,Heavy equipment accident,Fatalities,188,2019-06-09 05:47:08,Roadside emergency
-16.04836144546687,33.858215397448696,Falling from tractor,Fatalities,258,2019-06-15 13:42:07,Roadside emergency
-16.029568803499576,33.663376313263846,Flood damage,Minor Injury,421,2019-06-25 07:26:27,Roadside emergency
-14.298035924151385,32.03284489862761,Falling from tractor,Minor Injury,128,2019-06-16 09:44:30,Multiple vehicle accident
-8.973301086886577,33.30691499005037,Falling from tractor,Fatalities,190,2019-06-27 01:46:51,Multiple vehicle accident
-15.382617748981973,32.5834220546924,Heavy equipment accident,Serious Injury,19,2019-06-26 13:58:42,Traffic jam due to accident
-16.643226018400952,33.36686316312391,Drought impact,Minor Injury,866,2019-06-17 15:46:43,Traffic jam due to accident
-10.69598554865883,32.516169990155284,Crop fire,Moderate Injury,1452,2019-06-01 06:10:19,Hit and run
-10.34890357290529,35.03819152885666,Machinery malfunction,Moderate Injury,213,2019-06-13 05:30:04,Pedestrian hit
-14.019954560917476,32.39980561284989,Animal attack,Minor Injury,761,2019-06-17 22:18:59,Hit and run
-13.076549710871298,35.51469098388843,Flood damage,Moderate Injury,991,2019-06-13 01:38:04,Roadside emergency
-11.601303749337177,33.35699316994189,Machinery malfunction,Serious Injury,69,2019-06-05 14:16:11,Hit and run
-16.396970374149642,35.061131356395435,Falling from tractor,Serious Injury,326,2019-06-12 21:11:18,Traffic jam due to accident
-9.215308519216656,34.19990868009555,Snake bite,Fatalities,179,2019-06-10 13:32:41,Vehicle collision
-9.71315731323456,34.62198718271638,Heavy equipment accident,Serious Injury,298,2019-06-27 22:49:18,Road accident
-14.70067782196654,34.75018659674445,Animal attack,Serious Injury,349,2019-06-05 12:48:14,Vehicle collision
-16.658022813885633,33.709185732296355,Heavy equipment accident,Serious Injury,171,2019-06-09 17:56:26,Roadside emergency
-9.340512624606522,33.86147007251862,Machinery malfunction,Minor Injury,1358,2019-06-13 12:53:08,Pedestrian hit
-12.786712125195384,33.74542363652255,Crop fire,Minor Injury,950,2019-06-12 16:30:30,Pedestrian hit
-12.481161736251503,34.03871117723671,Snake bite,Fatalities,170,2019-06-05 14:06:55,Traffic jam due to accident
-11.328808757896816,31.82640200519577,Falling from tractor,Fatalities,113,2019-06-02 07:07:24,Vehicle collision
-11.871666219812386,33.2762400726021,Heavy equipment accident,Serious Injury,140,2019-06-05 14:41:06,Traffic jam due to accident
-9.257183911650767,34.11050730570224,Pesticide poisoning,Moderate Injury,916,2019-06-02 06:47:58,Roadside emergency
-9.254314770912416,34.07698531841322,Snake bite,Minor Injury,1111,2019-06-02 19:22:00,Pedestrian hit
-9.86842449956662,34.8501061346383,Heavy equipment accident,Moderate Injury,1027,2019-06-12 09:35:21,Single vehicle crash
-11.707863328355291,34.30383698177515,Heavy equipment accident,Fatalities,270,2019-06-07 22:05:10,Hit and run
-10.396434121381276,35.63884793270906,Pesticide poisoning,Moderate Injury,1469,2019-06-11 10:44:56,Pedestrian hit
-11.382968311207637,32.83406393329024,Animal attack,Moderate Injury,82,2019-06-21 08:58:11,Road accident
-12.210264677874692,33.13223807747828,Drought impact,Serious Injury,323,2019-06-10 19:54:36,Multiple vehicle accident
-15.755852184725736,33.23003472139647,Flood damage,Serious Injury,393,2019-06-05 16:05:01,Vehicle collision
-10.314702711414057,33.55461871580019,Heavy equipment accident,Fatalities,23,2019-06-21 03:45:11,Roadside emergency
-10.239503378320677,35.020552332573594,Pesticide poisoning,Fatalities,253,2019-06-06 17:02:45,Hit and run
-11.791260829290465,32.64373669207847,Animal attack,Fatalities,115,2019-06-15 10:21:03,Single vehicle crash
-10.241198055142995,34.7829608198603,Drought impact,Fatalities,159,2019-06-20 18:08:01,Pedestrian hit
-11.58766636829343,33.31502832501955,Pesticide poisoning,Moderate Injury,609,2019-06-14 06:16:37,Road accident
-15.13272565178234,34.09334731930156,Chemical burn,Moderate Injury,972,2019-06-22 11:08:20,Vehicle collision
-14.596529815250564,34.21486051157618,Chemical burn,Serious Injury,255,2019-06-22 13:31:02,Multiple vehicle accident
-15.06972471592426,33.18648060326818,Animal attack,Fatalities,130,2019-06-05 07:24:22,Roadside emergency
-13.773245106673034,33.73995621261499,Animal attack,Moderate Injury,1401,2019-06-26 16:46:39,Roadside emergency
-16.46946383548744,33.34560345160488,Pesticide poisoning,Fatalities,83,2019-06-10 02:39:51,Single vehicle crash
-11.852516541826994,31.983765833299014,Chemical burn,Moderate Injury,281,2019-06-11 15:18:42,Vehicle collision
-14.09766290733685,33.441174939714635,Pesticide poisoning,Moderate Injury,1273,2019-06-22 23:27:45,Multiple vehicle accident
-11.553890596015485,32.09567783451207,Crop fire,Serious Injury,294,2019-06-23 07:36:28,Single vehicle crash
-13.708388930904448,33.31388236435807,Crop fire,Minor Injury,67,2019-06-13 03:45:28,Pedestrian hit
-11.347539058286866,34.05795686333386,Chemical burn,Moderate Injury,944,2019-06-22 00:44:02,Road accident
-14.065222181370007,34.00448300140027,Pesticide poisoning,Minor Injury,1456,2019-06-18 19:35:25,Road accident
-14.702264609959853,34.33398026487295,Flood damage,Moderate Injury,766,2019-06-01 22:04:00,Pedestrian hit
-12.826581489281553,32.08723557150032,Flood damage,Serious Injury,240,2019-06-20 17:35:16,Single vehicle crash
-11.257663841225245,34.29240805230054,Snake bite,Minor Injury,1405,2019-06-18 14:11:50,Hit and run
-14.003757262508017,32.94610630451793,Crop fire,Minor Injury,1140,2019-06-15 22:21:23,Road accident
-9.314914229710013,33.290221946702964,Crop fire,Serious Injury,392,2019-06-04 05:13:55,Roadside emergency
-16.467684976395102,35.107625565533915,Falling from tractor,Fatalities,41,2019-06-29 22:16:46,Multiple vehicle accident
-13.448970127226838,31.74576040035302,Heavy equipment accident,Minor Injury,1388,2019-06-25 08:42:34,Single vehicle crash
-9.068383004383628,34.040114028028796,Chemical burn,Moderate Injury,464,2019-06-01 13:08:56,Vehicle collision
-12.412664090512745,34.080907361196424,Crop fire,Moderate Injury,641,2019-06-01 03:06:02,Road accident
-13.404936589804297,33.280772714320506,Pesticide poisoning,Moderate Injury,284,2019-06-18 12:08:17,Multiple vehicle accident
-12.248893338512833,32.64863031414901,Flood damage,Minor Injury,1452,2019-06-29 19:13:11,Multiple vehicle accident
-12.189881135193065,32.63930919151574,Falling from tractor,Moderate Injury,406,2019-06-06 05:49:00,Multiple vehicle accident
-10.948767390261867,35.20949029185658,Heavy equipment accident,Serious Injury,90,2019-06-05 23:25:55,Hit and run
-15.76231285650295,33.46041652018012,Animal attack,Fatalities,55,2019-06-26 17:12:14,Single vehicle crash
-14.787368899747648,33.02032187743712,Heavy equipment accident,Fatalities,33,2019-06-27 04:52:49,Single vehicle crash
-12.15306422161904,33.48715919237236,Chemical burn,Fatalities,202,2019-06-16 21:56:06,Multiple vehicle accident
-9.869080640538517,34.360785989779075,Drought impact,Minor Injury,455,2019-06-19 08:36:39,Traffic jam due to accident
-12.301922463614126,32.28719601024922,Flood damage,Moderate Injury,1118,2019-06-10 14:19:23,Traffic jam due to accident
-14.87838302747099,33.4897579874464,Machinery malfunction,Moderate Injury,913,2019-06-26 12:38:19,Multiple vehicle accident
-11.36163710419504,34.03802210959714,Chemical burn,Fatalities,76,2019-06-13 02:33:38,Pedestrian hit
-10.882927179234425,35.46639008521168,Snake bite,Fatalities,196,2019-06-14 06:19:03,Roadside emergency
-14.881257865340284,32.71001001701866,Animal attack,Serious Injury,340,2019-06-13 03:51:14,Road accident
-13.769500777174931,33.132632961748335,Flood damage,Fatalities,228,2019-06-24 04:06:30,Pedestrian hit
-12.52141003596141,33.2122600160928,Pesticide poisoning,Minor Injury,410,2019-06-14 01:02:15,Hit and run
-12.822407310255873,34.10793110427374,Falling from tractor,Moderate Injury,735,2019-06-17 00:52:04,Single vehicle crash
-13.67474385283295,33.122658930038405,Drought impact,Moderate Injury,1170,2019-06-19 17:15:59,Roadside emergency
-14.407847659160794,33.82270722418679,Snake bite,Moderate Injury,205,2019-06-18 04:44:23,Multiple vehicle accident
-15.98312044931995,34.80588970618632,Snake bite,Minor Injury,460,2019-06-07 16:21:09,Multiple vehicle accident
-16.35372218492347,34.503326952684326,Drought impact,Fatalities,283,2019-06-14 14:39:44,Roadside emergency
-9.14042426984091,33.47761984018984,Heavy equipment accident,Serious Injury,135,2019-06-23 17:44:33,Single vehicle crash
-10.02826914155815,35.13229606358971,Chemical burn,Moderate Injury,1214,2019-06-14 08:51:20,Single vehicle crash
-13.951405632012118,33.920235388391696,Snake bite,Fatalities,63,2019-06-29 14:23:43,Pedestrian hit
-9.154296945542143,33.84802712442876,Falling from tractor,Moderate Injury,105,2019-06-22 07:16:53,Hit and run
-11.386143861738304,31.845383553119067,Falling from tractor,Moderate Injury,114,2019-06-24 02:11:29,Traffic jam due to accident
-12.93430803134814,35.61730420221436,Pesticide poisoning,Moderate Injury,594,2019-06-04 08:15:01,Multiple vehicle accident
-12.850585507558716,32.19696440177732,Heavy equipment accident,Minor Injury,1138,2019-06-19 19:52:02,Traffic jam due to accident
-16.11622324277378,32.62527841321348,Crop fire,Moderate Injury,1165,2019-06-15 21:22:16,Roadside emergency
-16.049117946349906,31.91471947547645,Animal attack,Serious Injury,65,2019-06-04 07:46:37,Pedestrian hit
-11.978545820568083,34.24441174867418,Drought impact,Minor Injury,590,2019-06-08 22:38:26,Single vehicle crash
-12.366986672803968,32.59981666081181,Crop fire,Serious Injury,375,2019-06-08 03:54:37,Hit and run
-15.084558676656897,32.42284133239199,Animal attack,Serious Injury,218,2019-06-07 23:21:11,Traffic jam due to accident
-9.23882949323293,32.060680113524036,Chemical burn,Serious Injury,212,2019-06-11 17:13:57,Pedestrian hit
-10.553070477744516,32.1191034702111,Snake bite,Serious Injury,109,2019-06-13 07:57:24,Road accident
-15.87568712192094,34.025295973752655,Machinery malfunction,Minor Injury,606,2019-06-19 16:10:38,Roadside emergency
-9.360495027672279,34.43530314883172,Drought impact,Fatalities,145,2019-06-16 21:20:17,Multiple vehicle accident
-9.015241777980751,33.28362079431903,Flood damage,Serious Injury,20,2019-06-09 05:01:43,Roadside emergency
-8.842428001018277,33.61039244310461,Chemical burn,Fatalities,282,2019-06-29 08:10:26,Pedestrian hit
-16.334706897221523,34.426432234492616,Falling from tractor,Fatalities,245,2019-06-06 01:27:38,Multiple vehicle accident
-10.905826612375659,31.7788239691345,Crop fire,Fatalities,267,2019-06-24 13:26:22,Traffic jam due to accident
-12.429051311785038,32.9895974019983,Heavy equipment accident,Serious Injury,329,2019-06-05 16:43:06,Traffic jam due to accident
-11.154523073486805,35.56346708235857,Chemical burn,Serious Injury,272,2019-06-27 00:47:23,Hit and run
-9.059844006526145,34.00724442959405,Chemical burn,Serious Injury,328,2019-06-01 04:34:18,Single vehicle crash
-11.296400818904939,32.716729336394074,Drought impact,Fatalities,89,2019-06-22 14:16:02,Road accident
-10.109397922328132,33.77605098467941,Falling from tractor,Fatalities,93,2019-06-07 09:17:23,Hit and run
-9.871056418672595,33.066907812958824,Pesticide poisoning,Fatalities,106,2019-06-02 19:32:09,Multiple vehicle accident
-10.09730831280104,33.817690155752146,Drought impact,Serious Injury,213,2019-06-05 22:33:38,Road accident
-13.38405094387588,32.207936386754334,Drought impact,Moderate Injury,507,2019-06-28 22:02:45,Road accident
-15.006065951958888,32.23555002912434,Drought impact,Moderate Injury,1278,2019-06-11 04:32:36,Hit and run
-13.618686732424614,32.278427753676,Crop fire,Minor Injury,817,2019-06-04 16:00:15,Traffic jam due to accident
-9.67158163704909,35.43168637603029,Crop fire,Fatalities,184,2019-06-24 03:47:54,Multiple vehicle accident
-15.611559571114558,34.61227971663172,Flood damage,Fatalities,187,2019-06-22 18:57:31,Traffic jam due to accident
-12.688790435521629,32.35303230286279,Flood damage,Fatalities,124,2019-06-01 07:32:26,Road accident
-14.921172262776514,32.45586237171178,Pesticide poisoning,Minor Injury,507,2019-06-23 18:06:35,Pedestrian hit
-12.146995824702547,34.60408472048867,Drought impact,Minor Injury,837,2019-06-18 19:06:55,Single vehicle crash
-9.900785979747639,32.32840882537701,Drought impact,Fatalities,170,2019-06-16 18:45:01,Vehicle collision
-9.763531049951819,32.638862721605925,Animal attack,Moderate Injury,899,2019-06-10 07:43:56,Single vehicle crash
-14.893619006353834,35.52485345796878,Falling from tractor,Fatalities,153,2019-06-22 02:06:17,Pedestrian hit
-9.545681160402086,32.72101383792459,Snake bite,Fatalities,81,2019-06-02 07:17:29,Roadside emergency
-12.062646751594365,34.330064107469745,Animal attack,Minor Injury,1064,2019-06-17 03:06:28,Road accident
-13.988760573798501,35.585379898106105,Chemical burn,Moderate Injury,712,2019-06-11 01:43:08,Multiple vehicle accident
-11.135795871201898,33.19221519787358,Chemical burn,Moderate Injury,602,2019-06-27 04:28:55,Road accident
-12.941114105926001,31.77936332381377,Animal attack,Minor Injury,217,2019-06-09 20:10:51,Traffic jam due to accident
-13.767438906725634,32.6768232700726,Animal attack,Serious Injury,301,2019-06-06 12:34:23,Single vehicle crash
-11.160477616555621,35.00027367771315,Crop fire,Fatalities,259,2019-06-15 22:03:59,Single vehicle crash
-14.797668489190606,35.133850990381944,Machinery malfunction,Minor Injury,1251,2019-06-15 12:44:26,Traffic jam due to accident
-14.147887343717786,34.75333668351421,Chemical burn,Fatalities,60,2019-06-07 10:50:59,Multiple vehicle accident
-13.317418799428477,32.15791488354323,Heavy equipment accident,Minor Injury,313,2019-06-01 16:18:47,Road accident
-14.758153074231085,34.860221071917756,Flood damage,Serious Injury,380,2019-06-04 05:16:21,Pedestrian hit
-13.550539368352107,35.34796407609428,Drought impact,Minor Injury,605,2019-06-16 08:47:10,Roadside emergency
-12.225359989116065,34.088413788483095,Flood damage,Minor Injury,887,2019-06-04 07:22:13,Vehicle collision
-10.874438328541974,35.435866411098736,Flood damage,Serious Injury,176,2019-06-24 23:47:12,Single vehicle crash
-10.665457020724684,34.98428197949904,Pesticide poisoning,Fatalities,227,2019-06-09 13:14:21,Road accident
-10.222360895542757,34.35120720728399,Animal attack,Fatalities,240,2019-06-01 21:54:24,Vehicle collision
-10.848633094161915,33.99565353737852,Snake bite,Minor Injury,1346,2019-06-29 00:42:46,Single vehicle crash
-11.352115766037635,33.09035172227821,Machinery malfunction,Serious Injury,354,2019-06-16 14:05:52,Roadside emergency
-14.887073423799016,32.34077828316151,Heavy equipment accident,Serious Injury,102,2019-06-15 02:42:34,Single vehicle crash
-13.590223543809962,34.10561753385454,Pesticide poisoning,Serious Injury,330,2019-06-05 15:31:57,Vehicle collision
-12.972612319684586,32.96972175232776,Crop fire,Fatalities,269,2019-06-12 17:46:26,Road accident
-16.11935616610397,35.14109712340948,Flood damage,Minor Injury,591,2019-06-13 21:50:05,Vehicle collision
-12.568890133261243,35.64361427194017,Pesticide poisoning,Minor Injury,872,2019-06-22 12:53:55,Pedestrian hit
-13.30240342209575,34.68961393995767,Pesticide poisoning,Fatalities,29,2019-06-20 10:40:28,Single vehicle crash
-10.38718928525693,32.06830751333672,Heavy equipment accident,Serious Injury,357,2019-06-04 01:34:11,Multiple vehicle accident
-8.986131670028461,32.85319495830133,Machinery malfunction,Moderate Injury,1023,2019-06-26 23:31:54,Traffic jam due to accident
-12.348639842018603,32.14207414179237,Animal attack,Fatalities,121,2019-06-15 07:50:30,Roadside emergency
-14.20818948542766,34.2860261252552,Chemical burn,Moderate Injury,753,2019-06-18 17:44:01,Road accident
-16.434095757113564,34.74015582364091,Chemical burn,Fatalities,174,2019-06-06 23:41:24,Single vehicle crash
-9.41059265811794,35.37567233028762,Pesticide poisoning,Minor Injury,855,2019-06-07 13:59:17,Traffic jam due to accident
-9.454647749229085,33.44516249179147,Snake bite,Minor Injury,1322,2019-06-17 08:09:28,Hit and run
-14.763668361125749,35.279447572370245,Falling from tractor,Serious Injury,162,2019-06-01 10:38:53,Roadside emergency
-11.23757334884002,35.18644898980366,Snake bite,Minor Injury,299,2019-06-28 17:44:48,Vehicle collision
-16.17878665969454,32.96609503839098,Snake bite,Fatalities,143,2019-06-03 01:39:08,Traffic jam due to accident
-15.455263007683255,35.15084647714066,Falling from tractor,Serious Injury,306,2019-06-20 20:41:40,Roadside emergency
-15.052031420505665,33.197662117451635,Falling from tractor,Moderate Injury,915,2019-06-08 13:01:43,Multiple vehicle accident
-14.432883243689744,32.88560232725871,Flood damage,Fatalities,21,2019-06-10 20:20:58,Traffic jam due to accident
-8.843223941015916,34.2803356488258,Flood damage,Moderate Injury,1411,2019-06-14 16:09:11,Multiple vehicle accident
-11.225507304765397,33.01038966242492,Animal attack,Moderate Injury,980,2019-06-24 17:20:07,Vehicle collision
-13.717911403907618,34.20562664338341,Heavy equipment accident,Fatalities,295,2019-06-22 12:02:35,Pedestrian hit
-10.905307374431137,34.12493394977483,Snake bite,Fatalities,262,2019-06-25 14:14:14,Single vehicle crash
-9.485422896897223,33.941218152299896,Drought impact,Serious Injury,71,2019-06-25 16:11:32,Vehicle collision
-9.139141812959465,33.21646202876188,Animal attack,Fatalities,265,2019-06-24 06:42:04,Hit and run
-16.31882473487107,33.88205889773985,Heavy equipment accident,Minor Injury,569,2019-06-05 20:48:23,Single vehicle crash
-13.635661265093205,34.07208248094227,Pesticide poisoning,Minor Injury,472,2019-06-12 15:55:00,Road accident
-15.929154154491002,33.870920078442076,Crop fire,Fatalities,128,2019-06-29 01:34:34,Traffic jam due to accident
-14.104789283568204,33.46990103289476,Heavy equipment accident,Serious Injury,329,2019-06-09 07:45:54,Pedestrian hit
-15.427651165952344,31.768081545903204,Heavy equipment accident,Minor Injury,355,2019-06-09 22:05:06,Hit and run
-11.624618557500272,34.03476436249656,Snake bite,Minor Injury,381,2019-06-06 12:41:58,Multiple vehicle accident
-13.68550097960072,32.37703976516517,Falling from tractor,Minor Injury,352,2019-06-29 12:54:18,Traffic jam due to accident
-14.951723876731553,34.25460083703087,Crop fire,Moderate Injury,1457,2019-06-05 13:17:43,Single vehicle crash
-14.660474738035017,34.71700353857455,Heavy equipment accident,Minor Injury,895,2019-06-19 03:27:35,Roadside emergency
-13.908049591214013,33.691763424157735,Heavy equipment accident,Minor Injury,1295,2019-06-17 07:27:46,Road accident
-14.708199593051528,33.85776011331976,Chemical burn,Fatalities,172,2019-06-18 16:34:49,Traffic jam due to accident
-13.167670450774217,35.477855096277324,Pesticide poisoning,Moderate Injury,276,2019-06-18 11:19:39,Single vehicle crash
-16.522441869656088,35.064782751035395,Pesticide poisoning,Minor Injury,814,2019-06-09 23:57:08,Multiple vehicle accident
-14.550284847863503,35.33037660316782,Flood damage,Minor Injury,529,2019-06-27 15:04:26,Pedestrian hit
-13.502682434648676,34.932514501745565,Snake bite,Fatalities,175,2019-06-07 10:03:43,Multiple vehicle accident
-11.975828400274311,32.14131663371306,Pesticide poisoning,Fatalities,145,2019-06-11 04:08:01,Pedestrian hit
-14.620467589154416,32.30000774964197,Chemical burn,Fatalities,245,2019-06-11 04:12:51,Hit and run
-15.718514551966717,33.79543023718508,Falling from tractor,Moderate Injury,1305,2019-06-20 08:49:21,Hit and run
-16.17268297459467,32.684435848840074,Flood damage,Moderate Injury,268,2019-06-04 03:28:26,Vehicle collision
-9.283961337730995,33.59771408116299,Crop fire,Serious Injury,68,2019-06-23 12:56:14,Multiple vehicle accident
-13.459386709824322,33.27168668232067,Pesticide poisoning,Fatalities,261,2019-06-19 10:42:15,Hit and run
-12.148133909188815,33.885680384184596,Chemical burn,Minor Injury,29,2019-06-23 21:56:57,Traffic jam due to accident
-9.454162881870591,34.66762783589786,Flood damage,Moderate Injury,661,2019-06-13 05:07:22,Vehicle collision
-16.12049509231861,34.54334399211313,Snake bite,Fatalities,246,2019-06-10 00:21:59,Vehicle collision
-9.793007957171433,33.77408716464193,Machinery malfunction,Serious Injury,44,2019-06-15 00:55:27,Hit and run
-12.383844655823761,34.96667793851555,Heavy equipment accident,Fatalities,62,2019-06-13 05:50:18,Hit and run
-15.466270938738104,33.41621388249062,Flood damage,Serious Injury,198,2019-06-27 13:12:13,Single vehicle crash
-13.50229672081461,35.26098858776689,Flood damage,Minor Injury,919,2019-06-21 18:19:10,Pedestrian hit
-10.582509798630253,31.99226986941845,Drought impact,Minor Injury,1459,2019-06-18 01:20:09,Hit and run
-12.951450447525154,35.4904537189319,Heavy equipment accident,Fatalities,68,2019-06-22 20:09:01,Multiple vehicle accident
-8.92727017619593,34.30258460246814,Snake bite,Serious Injury,329,2019-06-05 20:23:45,Roadside emergency
-13.777390409594613,33.21509505539134,Machinery malfunction,Minor Injury,975,2019-06-11 09:49:21,Roadside emergency
-10.805860949190706,32.4907303412286,Chemical burn,Serious Injury,126,2019-06-09 05:08:07,Traffic jam due to accident
-13.647874091638494,33.60756558859666,Flood damage,Moderate Injury,484,2019-06-05 11:07:22,Pedestrian hit
-10.17156116096908,32.480450959813794,Falling from tractor,Fatalities,188,2019-06-09 06:36:56,Pedestrian hit
-12.244420690748992,32.368673166662845,Drought impact,Fatalities,272,2019-06-12 04:13:06,Traffic jam due to accident
-16.27381071816769,34.15471295935538,Chemical burn,Moderate Injury,695,2019-06-08 17:52:15,Vehicle collision
-16.48652971494115,33.781415509343866,Animal attack,Fatalities,142,2019-06-16 07:23:56,Hit and run
-15.713198613158955,34.36358029705933,Animal attack,Fatalities,49,2019-06-12 20:09:26,Road accident
-16.67103444032883,35.39123927459108,Heavy equipment accident,Fatalities,158,2019-06-23 13:24:27,Traffic jam due to accident
-16.179388288990875,33.8177504448226,Machinery malfunction,Moderate Injury,1356,2019-06-08 10:59:11,Hit and run
-11.267036254563772,34.01049093092068,Flood damage,Serious Injury,67,2019-06-18 15:39:55,Road accident
-12.52126018801518,32.06492030305357,Machinery malfunction,Minor Injury,1199,2019-06-01 22:04:44,Roadside emergency
-10.803211326724325,34.55183771219817,Animal attack,Fatalities,178,2019-06-03 12:05:57,Roadside emergency
-9.502068954506587,33.29362461894446,Heavy equipment accident,Moderate Injury,1057,2019-06-18 13:54:33,Road accident
-12.116358227365989,35.57783194510382,Pesticide poisoning,Minor Injury,166,2019-06-12 20:16:00,Multiple vehicle accident
-10.992816872747373,34.969769101758814,Animal attack,Serious Injury,251,2019-06-29 22:56:49,Single vehicle crash
-10.746062819721628,33.77902492044383,Falling from tractor,Moderate Injury,1262,2019-06-17 13:39:58,Roadside emergency
-13.768531122271984,32.19796171052178,Pesticide poisoning,Moderate Injury,504,2019-06-27 21:32:33,Vehicle collision
-14.858553886332835,35.11328654139113,Chemical burn,Minor Injury,960,2019-06-10 21:40:21,Vehicle collision
-15.145788731802998,34.87713313787913,Pesticide poisoning,Moderate Injury,1107,2019-06-04 03:34:12,Vehicle collision
-14.776003757090967,32.44095711296665,Drought impact,Moderate Injury,1212,2019-06-18 15:06:44,Pedestrian hit
-14.590387577703508,32.87930202531243,Flood damage,Serious Injury,252,2019-06-29 07:19:43,Single vehicle crash
-15.128395637405792,34.851892742265434,Machinery malfunction,Fatalities,167,2019-06-01 23:40:09,Single vehicle crash
-9.780581280190837,32.443504648327746,Animal attack,Serious Injury,202,2019-06-19 19:22:03,Road accident
-10.746716916587339,35.344299857118656,Falling from tractor,Minor Injury,629,2019-06-20 18:42:00,Traffic jam due to accident
-16.406235151703978,33.391128603777595,Machinery malfunction,Serious Injury,251,2019-06-12 04:25:35,Traffic jam due to accident
-14.638680318258302,32.05467429184713,Pesticide poisoning,Minor Injury,742,2019-06-22 21:06:35,Road accident
-16.603187606018498,34.94036462827695,Snake bite,Moderate Injury,971,2019-06-29 09:10:01,Pedestrian hit
-12.809623462432235,33.18909834483202,Falling from tractor,Serious Injury,113,2019-06-06 11:50:40,Multiple vehicle accident
-12.984600746591557,33.79493680884897,Chemical burn,Minor Injury,514,2019-06-17 18:50:45,Road accident
-10.153969224201866,32.15472520386843,Heavy equipment accident,Minor Injury,613,2019-06-21 07:01:02,Hit and run
-14.327015399024738,31.72023269878613,Animal attack,Moderate Injury,1407,2019-06-16 08:22:09,Pedestrian hit
-10.273405690351893,34.23642141494146,Flood damage,Minor Injury,109,2019-06-04 00:55:30,Vehicle collision
-9.06524908944461,33.75009367452158,Heavy equipment accident,Minor Injury,606,2019-06-27 03:29:27,Single vehicle crash
-16.0753864597758,34.06041273372767,Animal attack,Serious Injury,331,2019-06-25 10:20:22,Multiple vehicle accident
-10.469211819427027,34.85322564750685,Heavy equipment accident,Serious Injury,114,2019-06-15 01:56:29,Hit and run
-12.078051499813041,34.27055941715453,Falling from tractor,Moderate Injury,270,2019-06-12 06:24:23,Single vehicle crash
-12.954033642862754,32.402102833596416,Machinery malfunction,Fatalities,219,2019-06-02 11:39:14,Pedestrian hit
-13.428329844039352,33.13865917567798,Pesticide poisoning,Moderate Injury,691,2019-06-02 19:40:48,Roadside emergency
-10.526193936363853,35.29732877495953,Falling from tractor,Fatalities,41,2019-06-13 22:23:45,Traffic jam due to accident
-11.684289984915289,34.75898101299665,Pesticide poisoning,Moderate Injury,358,2019-06-01 06:32:37,Pedestrian hit
-10.363793999870687,33.914282749429404,Heavy equipment accident,Serious Injury,119,2019-06-16 07:49:37,Hit and run
-9.581886062347289,32.72235419132472,Snake bite,Moderate Injury,449,2019-06-21 21:31:09,Road accident
-11.860408214584584,32.90615958726579,Chemical burn,Serious Injury,78,2019-06-22 04:51:25,Road accident
-8.965712081013749,34.608553947639116,Snake bite,Serious Injury,270,2019-06-23 08:47:00,Road accident
-11.933539839151177,35.08065007297697,Flood damage,Serious Injury,222,2019-06-25 22:36:09,Multiple vehicle accident
-11.705944756670409,34.36884169134123,Snake bite,Serious Injury,61,2019-06-05 12:32:41,Traffic jam due to accident
-12.358119599918462,34.91573870404303,Drought impact,Moderate Injury,444,2019-06-12 12:42:35,Roadside emergency
-16.054713334320898,34.745958295393606,Animal attack,Minor Injury,233,2019-06-17 15:34:44,Pedestrian hit
-10.99061564977768,32.30282771310955,Animal attack,Moderate Injury,745,2019-06-02 20:34:21,Single vehicle crash
-12.41685293401408,33.38882145913668,Heavy equipment accident,Moderate Injury,311,2019-06-28 15:49:23,Vehicle collision
-13.18624373409365,32.31581585128111,Falling from tractor,Moderate Injury,706,2019-06-20 17:20:50,Roadside emergency
-9.523543911125914,32.64153291581586,Pesticide poisoning,Minor Injury,362,2019-06-09 20:04:05,Pedestrian hit
-14.405263171210656,35.15226811361817,Flood damage,Minor Injury,1212,2019-06-01 14:06:54,Single vehicle crash
-12.606889860160361,33.5826521839074,Flood damage,Fatalities,95,2019-06-20 02:16:18,Multiple vehicle accident
-11.219794284197098,33.830018083296935,Heavy equipment accident,Fatalities,118,2019-06-29 01:43:17,Road accident
-10.432119947879197,32.416646022301975,Chemical burn,Fatalities,267,2019-06-23 03:48:03,Vehicle collision
-13.119005940669005,32.94659627275323,Crop fire,Fatalities,48,2019-06-27 12:20:11,Road accident
